Company Name,Company ID,Company Domain,SDR/BDR Headcount,Salesforce,HubSpot,Pipedrive,Zoho CRM,CRM Signals
Sai360,563150460,www.sai360.com,10,Yes,,,,Salesforce
Duetto,348096259,www.duettocloud.com,3,Yes,Yes,,,Salesforce; HubSpot
Keap,465664288,www.keap.com,0,Yes,,,,Salesforce
Quest Analytics,99107406,www.questanalytics.com,1,Yes,,,,Salesforce
Pacvue,452864187,www.pacvue.com,0,Yes,,,,Salesforce
Hexnode,372534935,www.hexnode.com,6,Yes,,,,Salesforce
Subsplash,351945737,www.subsplash.com,40,Yes,,,,Salesforce
iXsystems,73141316,www.ixsystems.com,1,Yes,,,,Salesforce
4G Clinical,397484059,www.4gclinical.com,0,,Yes,,,HubSpot
ProVation Medical,31506962,www.provationmedical.com,1,Yes,,,,Salesforce
Paciolan,29458534,www.paciolan.com,0,Yes,,,,Salesforce
Security Innovation,94601513,www.securityinnovation.com,1,Yes,,,,Salesforce
Harrison Street Real Estate Capital,68094588,www.harrisonst.com,0,Yes,,,,Salesforce
Lavu,346612518,www.lavu.com,10,Yes,,,,Salesforce
Tekplay Systems,406971689,www.tekplay.com,0,Yes,,,,Salesforce
Listrak,22790993,www.listrak.com,6,Yes,,,,Salesforce
Alogent,1360556,www.alogent.com,0,Yes,,,,Salesforce
Intelligent Medical Objects,19530373,www.imohealth.com,6,Yes,,,,Salesforce
KCF Technologies,28263092,www.kcftech.com,3,Yes,,,,Salesforce
IQ Fiber,558555136,www.iqfiber.com,0,Yes,,,Yes,Salesforce; Zoho CRM
PayStand,356852103,www.paystand.com,6,Yes,,,,Salesforce
Buildium,15830455,www.buildium.com,9,Yes,,,,Salesforce
ShareFile,185417948,www.sharefile.com,6,Yes,,,,Salesforce
Pacemate,348346526,www.pacemate.com,0,Yes,,,,Salesforce
Viventium,398349957,www.viventium.com,1,Yes,,,,Salesforce
Hyperproof,457152451,www.hyperproof.io,3,Yes,,,,Salesforce
Zeitview,371555726,www.zeitview.com,1,Yes,,,,Salesforce
Unite Us,357843114,www.uniteus.com,1,Yes,,,,Salesforce
Menusifu,372218363,www.menusifu.com,0,Yes,,,,Salesforce
Veson Nautical,53821575,www.veson.com,4,Yes,,,,Salesforce
Unison,351205479,www.unisonglobal.com,0,Yes,,,,Salesforce
NinjaTrader,204555040,www.ninjatrader.com,0,Yes,,,,Salesforce
Popmenu,476970254,get.popmenu.com,3,Yes,,,,Salesforce
Tripleseat,351508397,www.tripleseat.com,14,Yes,,,,Salesforce
Vitech,1101503342,www.vitechinc.com,0,Yes,,,,Salesforce
Airbase,371449994,www.airbase.com,1,Yes,,,,Salesforce
Magaya,37603352,www.magaya.com,3,Yes,,,,Salesforce
Interact Software,1188837172,www.interactsoftware.com,0,Yes,,,,Salesforce
ProSoft Technology,353858806,www.prosoft-technology.com,0,Yes,,,,Salesforce
iboss,179028465,www.iboss.com,14,Yes,,,,Salesforce
Beyond Limits,435565620,www.beyond.ai,2,Yes,,,,Salesforce
Engage3,357420385,www.engage3.com,2,Yes,,,,Salesforce
Kipu Health,465264403,www.kipuhealth.com,3,Yes,,,,Salesforce
Sift,358828482,www.sift.com,1,Yes,,,,Salesforce
"Nitro Software, Inc",89770466,www.nitrosign.com,7,Yes,,,,Salesforce
IMAGINiT Technologies,47402198,www.imaginit.com,0,Yes,,,,Salesforce
PingCAP,407240828,www.pingcap.com,4,Yes,,,,Salesforce
Jolt Software,414140782,www.jolt.com,8,Yes,Yes,,,Salesforce; HubSpot
AssetWorks,3031214,www.assetworks.com,1,Yes,,,,Salesforce
TriMech,38896563,www.trimech.com,5,Yes,,,,Salesforce
Honorlock,359022327,www.honorlock.com,1,Yes,,,,Salesforce
Acceldata,462183270,www.acceldata.io,5,Yes,,,,Salesforce
ASI,1558307,www.advsol.com,5,Yes,,,,Salesforce
EverTrue,37718680,www.evertrue.com,5,Yes,,,,Salesforce
Jama Software,151143134,www.jamasoftware.com,7,Yes,,,,Salesforce
ClearCompany,357599470,www.clearcompany.com,2,Yes,Yes,,,Salesforce; HubSpot
Fleetio,347177047,www.fleetio.com,30,Yes,,,,Salesforce
Exxat,355893597,www.exxat.com,4,Yes,,,,Salesforce
P360,38782452,www.p360.com,0,Yes,,,,Salesforce
TradeBeyond,462388389,www.tradebeyond.com,1,Yes,,,,Salesforce
TRM Labs,542958165,www.trmlabs.com,0,Yes,,,,Salesforce
Chyron,8093846,www.chyron.com,0,Yes,,,,Salesforce
STARLIMS,565046484,www.starlims.com,1,Yes,,,,Salesforce
Eyefinity,34671342,www.eyefinity.com,0,Yes,,,,Salesforce
Grover Gaming,359683092,www.grovergaming.com,4,Yes,,,,Salesforce
HappyCo,374860240,www.happy.co,0,Yes,,,,Salesforce
Algo,3311835,www.algo.com,1,Yes,,,,Salesforce
Harbor Compliance,359501238,www.harborcompliance.com,2,Yes,,,,Salesforce
Innovative Systems,28918327,www.innovsys.com,0,Yes,,,,Salesforce
TaxSlayer,49643729,www.taxslayer.com,0,Yes,,,,Salesforce
HOVER,356532456,www.hover.to,0,Yes,,,,Salesforce
Foundation Software,27297758,www.foundationsoft.com,0,Yes,,,,Salesforce
Stack Sports,450270441,www.stacksports.com,0,Yes,,,,Salesforce
Adit,369057716,www.adit.com,3,Yes,,,Yes,Salesforce; Zoho CRM
TEAM Software,117473441,www.teamsoftware.com,3,Yes,,,,Salesforce
NuORDER,348551271,www.nuorder.com,2,Yes,,,,Salesforce
Litmos,353492965,www.litmos.com,6,Yes,,,,Salesforce
Simpleview,254853547,www.simpleviewinc.com,0,Yes,,,,Salesforce
iVend Retail,372288574,www.ivend.com,0,Yes,,,,Salesforce
NetNumber,27213987,www.netnumber.com,3,Yes,,,,Salesforce
iRely,346556215,www.irely.com,0,Yes,,,,Salesforce
First Due,348782767,www.firstdue.com,11,Yes,,,Yes,Salesforce; Zoho CRM
Deepgram,415311773,www.deepgram.com,3,Yes,,,,Salesforce
Varde Partners,353966739,www.varde.com,0,Yes,,,,Salesforce
SEON,407621808,www.seon.io,11,Yes,,,,Salesforce
Aptify,7262893,www.aptify.com,0,Yes,,,,Salesforce
Novarad,62096866,www.novarad.net,0,Yes,Yes,,,Salesforce; HubSpot
Devo,343687668,www.devo.com,1,Yes,,,,Salesforce
GetAccept,371023687,www.getaccept.com,0,Yes,Yes,,,Salesforce; HubSpot
CINC Systems,343578628,www.cincsystems.com,2,Yes,,,,Salesforce
Securly,354627278,www.securly.com,4,Yes,,,,Salesforce
AMAG Technology,4065804,www.amag.com,0,Yes,,,,Salesforce
Benchmark Gensuite,536054763,www.benchmarkgensuite.com,0,Yes,,,,Salesforce
Bevy Labs,436805968,www.bevy.com,0,Yes,,,,Salesforce
Babel Street,357193750,www.babelstreet.com,4,Yes,,,,Salesforce
Socket,127582501,www.socket.net,0,Yes,,,,Salesforce
FlexGen,358666590,www.flexgen.com,1,Yes,,,,Salesforce
Horizon3.ai,481454874,www.horizon3.ai,22,Yes,,,,Salesforce
Autosoft,355767379,www.autosoftdms.com,0,Yes,,,,Salesforce
ClearGov,369399579,www.cleargov.com,20,Yes,,,,Salesforce
PayNearMe,353711984,www.paynearme.com,4,Yes,,,,Salesforce
Zearn,359155171,www.zearn.org,0,Yes,,,,Salesforce
Vispero,458070497,www.vispero.com,2,Yes,,,,Salesforce
JustCall,408827875,www.justcall.io,3,Yes,,,,Salesforce
Visual Lease,41107588,www.visuallease.com,1,Yes,Yes,,,Salesforce; HubSpot
Alloy,409353662,www.alloy.com,0,Yes,,,,Salesforce
Softjourn,35504858,www.softjourn.com,0,Yes,,,,Salesforce
Jellyvision,20660613,www.jellyvision.com,2,Yes,,,,Salesforce
Schoox,348472522,www.schoox.com,5,Yes,,,,Salesforce
Elixir Technologies,17057381,www.elixir.com,0,Yes,,,,Salesforce
Soroco,371547163,www.soroco.com,0,Yes,,,,Salesforce
American Digital Systems,3641104,www.adsenv.com,0,Yes,,,,Salesforce
Fi-Tek,1125422984,www.fi-tek.com,0,Yes,,,,Salesforce
Itc Global,63446905,www.itcglobal.com,0,Yes,,,,Salesforce
Whova,357965783,www.whova.com,17,,Yes,,,HubSpot
CaptivateIQ,455894257,www.captivateiq.com,16,Yes,Yes,,,Salesforce; HubSpot
Nerdio,354251880,www.getnerdio.com,13,Yes,,,,Salesforce
Curve Dental,43291505,www.curvedental.com,7,Yes,Yes,,,Salesforce; HubSpot
Tideworks Technology,50544987,www.tideworks.com,0,,Yes,,,HubSpot
Newforma,83788446,www.newforma.com,4,Yes,,,,Salesforce
Tango Card,353877852,www.tangocard.com,1,Yes,,,,Salesforce
Gloat,359528228,www.gloat.com,1,Yes,,,,Salesforce
Calm,344613672,www.calm.com,1,Yes,,,,Salesforce
Relay,566147182,www.relaypro.com,20,Yes,,,,Salesforce
Jellyfish,465902371,www.jellyfish.co,6,Yes,,,,Salesforce
Chiliz,448365889,www.chiliz.com,0,Yes,,,,Salesforce
MaxxSouth Broadband,368270164,www.maxxsouth.com,0,Yes,,,,Salesforce
Spectro Cloud,481645312,www.spectrocloud.com,0,Yes,,,,Salesforce
Salt,464772780,salt.security,2,Yes,,,,Salesforce
Squire Technologies,370846594,www.getsquire.com,1,Yes,,,,Salesforce
Way.com,41566249,www.way.com,1,Yes,,,,Salesforce
Lumos,566140598,www.lumosfiber.com,0,Yes,,,,Salesforce
Vectorworks,346608384,www.vectorworks.net,2,Yes,,,,Salesforce
American Innovations,1786069,www.aiworldwide.com,0,Yes,,,,Salesforce
Jotform,346293276,www.jotform.com,14,Yes,,,,Salesforce
RethinkFirst,1135947682,www.rethinkfirst.com,4,Yes,,,,Salesforce
CreatorIQ,408761704,www.creatoriq.com,6,Yes,,,,Salesforce
SupplyFrame,235978784,www.supplyframe.com,0,Yes,,,,Salesforce
SMA Technologies,451918680,www.smatechnologies.com,0,Yes,,,,Salesforce
Betterworks,346003061,www.betterworks.com,5,Yes,,,,Salesforce
Backlight,564798173,www.backlight.co,3,Yes,,,,Salesforce
Karmak,37258838,www.karmak.com,0,Yes,,,,Salesforce
AutoAlert,353898869,www.autoalert.com,1,Yes,,,,Salesforce
Arcoro,467845440,www.arcoro.com,5,Yes,Yes,,,Salesforce; HubSpot
Tebis,37666921,www.tebis.com,0,Yes,,,,Salesforce
Route,353712974,www.route.com,4,Yes,,,,Salesforce
Safe Securities,552688045,safe.security,1,Yes,,,,Salesforce
Exostar,13631716,www.exostar.com,5,Yes,,,,Salesforce
Chainguard,560059586,chainguard.dev,23,Yes,,,,Salesforce
PakEnergy,346536699,www.pakenergy.com,6,Yes,,,,Salesforce
Deque,21498108,www.deque.com,3,Yes,,,,Salesforce
AutoFi,371581430,www.autofi.com,3,Yes,,,,Salesforce
ArmorCode,545842613,www.armorcode.com,2,Yes,,,,Salesforce
Retool,463956970,www.retool.com,8,Yes,,,,Salesforce
VirtuOx,348167011,www.virtuox.net,0,Yes,,,,Salesforce
CINC,355642030,www.cincpro.com,18,Yes,,,,Salesforce
edX,358829136,www.edx.org,0,Yes,,,,Salesforce
StarRez,80462028,www.starrez.com,5,Yes,,,,Salesforce
LotusFlare,359474303,www.lotusflare.com,1,Yes,,,,Salesforce
Everstream Analytics,558106318,www.everstream.ai,0,Yes,,,,Salesforce
Clinical Ink,353687381,www.clinicalink.com,0,Yes,,,,Salesforce
ALAW,2722282,www.alaw.net,1,,Yes,,,HubSpot
HealthVerity,368872232,www.healthverity.com,0,Yes,,,,Salesforce
Intentsify,467084765,www.intentsify.io,9,Yes,Yes,,,Salesforce; HubSpot
OnBoard,547834544,www.onboardmeetings.com,16,Yes,,,,Salesforce
Beyond,371678853,www.beyondpricing.com,6,Yes,,,,Salesforce
ImagineSoftware,351330043,www.imagineteam.com,1,Yes,,,,Salesforce
BQE Software,1177416107,www.bqe.com,12,Yes,,,,Salesforce
Prompt,453092440,www.prompthealth.com,23,Yes,,,,Salesforce
CompanyCam,369218079,www.companycam.com,3,Yes,,,,Salesforce
ShopStyle,248365313,www.shopstyle.com,0,Yes,,,,Salesforce
Transfix,398787043,www.transfix.io,1,Yes,,,,Salesforce
Seagull Scientific,34276125,www.seagullscientific.com,1,Yes,,,,Salesforce
Blue Stream Fiber,475612582,www.bluestreamfiber.com,0,Yes,,,,Salesforce
FingerprintJS,481009063,www.fingerprint.com,1,Yes,,,,Salesforce
Access Softek,693153,www.accesssoftek.com,0,Yes,,,,Salesforce
Hometap,443640781,www.hometap.com,0,Yes,,,,Salesforce
Pave,356480842,www.pave.com,6,Yes,,,,Salesforce
OJO Labs,371534878,www.ojo.com,0,Yes,,,,Salesforce
Yello,371623484,www.yello.co,3,Yes,,,,Salesforce
Deposco,78661260,www.deposco.com,2,Yes,,,,Salesforce
Bolt On Technology,354848397,www.boltontechnology.com,2,Yes,,,,Salesforce
Pragma Edge,358585135,www.pragmaedge.com,6,Yes,,,,Salesforce
Zluri Technologies Pvt,527868510,www.zluri.com,1,Yes,,,,Salesforce
Infotech,352356548,www.infotechinc.com,1,Yes,,,,Salesforce
Vantaca,460668171,www.vantaca.com,8,,Yes,,,HubSpot
Koalafi,564782066,www.koalafi.com,1,Yes,,,,Salesforce
Club Automation,347497492,www.clubautomation.com,3,Yes,,,,Salesforce
Employee Navigator,345594844,www.employeenavigator.com,0,Yes,,,,Salesforce
Current,73058871,www.current.com,0,Yes,,,,Salesforce
Fullbay,395928212,www.fullbay.com,9,Yes,,,,Salesforce
inDinero,354119800,www.indinero.com,2,,Yes,,,HubSpot
Honey Science,356277080,www.joinhoney.com,0,Yes,,,,Salesforce
Valley Agricultural Software,53461387,www.vas.com,0,Yes,,,,Salesforce
Omni Fiber,566126886,www.omnifiber.com,0,Yes,,,,Salesforce
MHA,52282823,www.mhainc.com,1,Yes,,,,Salesforce
Intellectual Technology,82248834,www.intellectualtechnologyinc.com,1,Yes,,,,Salesforce
Oscilar,560702205,www.oscilar.com,6,Yes,,,,Salesforce
OfficeSpace,348708393,www.officespacesoftware.com,4,Yes,,,,Salesforce
Findigs,465421847,www.findigs.com,7,Yes,,,,Salesforce
Computer Aided Technology,28872638,www.cati.com,0,Yes,,,,Salesforce
Simetrik,465418523,www.simetrik.com,7,Yes,,,,Salesforce
Educational Initiatives Pvt,347570733,www.ei-india.com,1,,,,Yes,Zoho CRM
Dental Intelligence,358220279,www.dentalintel.com,15,Yes,,,,Salesforce
Open iT,79741640,www.openit.com,1,Yes,,,,Salesforce
BillGO,416013695,www.billgo.com,0,Yes,,,,Salesforce
SolidCAM,73515823,www.solidcam.com,0,Yes,,,,Salesforce
Aline,566148146,www.alineops.com,0,Yes,,,,Salesforce
eProductivity Software,562958217,www.epssw.com,1,Yes,,,,Salesforce
Ripple Fiber,1334284229,www.ripplefiber.com,0,Yes,,,,Salesforce
RADcube,374842644,www.radcube.com,0,Yes,,,,Salesforce
SaaS Labs,408092164,www.saaslabs.co,4,Yes,,,,Salesforce
Zone & Co,559440982,www.zoneandco.com,4,Yes,,,,Salesforce
Stax,555946177,www.staxpayments.com,2,Yes,,,,Salesforce
Hunter Communications,51152666,www.hunterfiber.com,1,Yes,,,,Salesforce
Cleerly,480118793,www.cleerlyhealth.com,0,Yes,,,,Salesforce
Sentact,156221784,www.sentact.com,1,Yes,,,,Salesforce
AcuityMD,538539905,www.acuitymd.com,5,Yes,,,,Salesforce
Clearwave Fiber,566146829,www.clearwavefiber.com,0,Yes,,,,Salesforce
Internet Testing Systems,26166402,www.testsys.com,1,Yes,,,,Salesforce
Attentive.ai,455257854,www.attentive.ai,5,Yes,,,,Salesforce
Spot,482374147,www.spot.io,0,Yes,,,,Salesforce
Telin,352540797,www.telin.com,2,,,,Yes,Zoho CRM
Door.com,36835094,www.door.com,0,Yes,,,,Salesforce
Vdura,557226028,www.vdura.com,0,Yes,,,,Salesforce
Kodiak Solutions,1333592173,www.kodiaksolutions.io,0,Yes,,,,Salesforce
Comply,20367187,www.comply.com,6,Yes,,,,Salesforce
WINIT Software,347793762,www.winitsoftware.com,11,Yes,,,,Salesforce
